,Question,Label,Model Response
23,토마토 페스토 파스타는 어떻게 만들어?,0,토마토 페스토 파스타를 만들기 위해 필요한 재료입니다: ['선 드라이 페스토 4큰술 '  '파스타면 (링귀니) 180g'  '마늘 5톨 '  '올리브오일 약간 '  '파슬리가루 (생략 가능) 약간 '  '소금 약간 '  '후춧가루 약간 '] 조리 과정은 다음과 같습니다: ['Step 1: 끓는 물에 소금과 면을 넣고 10분간 삶아낸 후 채반에 덜어 주세요  면수는 1컵 정도 따로 준비해주세요 '  'Step 2: 마늘은 편으로 썰어주세요 '  'Step 3: 달군 팬에 기름을 두른 후 마늘을 넣어 노릇하게 볶은 후 선 드라이 페스토와 면수를 넣어 걸쭉한 농도로 섞어주세요  (기호에 따라 페스토 양을 가감해 주세요)'  'Step 4: 면을 넣어 섞어주세요  기호에 따라 소금  후춧가루로 간을 해주세요 '  'Step 5: 완성된 파스타를 접시에 담고 기호에 따라 파마산 치즈 가루  파슬리  빵 등을 곁들여 맛있게 즐겨주세요 ']
24,고등어카레튀김 요리방법이 궁금해,0,고등어카레튀김을 만들기 위해 필요한 재료입니다: ['고등어 1마리'  '밀가루 1컵  계란 1개  빵가루 4큰술  파슬리가루 약간  식용유 적당량'  '소금 약간  후추 약간  생강즙 1작은술  깨소금 약간  통깨 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 고등어는 배를 갈라 살만 저며 포를 떠놓고 소금  후춧가루  생강즙으로 밑간을 한다 '  'Step 2: 분량의 카레가루  빵가루  통깨  파슬리가루를 섞는다 '  'Step 3: 포 떠놓은 고등어를 밀가루  계란물  의 카레가루 순으로 묻혀 170의 기름에서 노릇하게 튀겨낸다 ']
25,현미밥으로 뭘 만들 수 있을까?,1,모든 재료가 포함된 요리: 현미땅콩죽
26,"홍고추채, 장어민물장어를 이용해 만드는 요리 알려줘",1,재료가 가장 많이 포함된 요리: 장어초밥  향신양념장어튀김조림
27,미림을 이용해 만드는 요리 알려줘,1,모든 재료가 포함된 요리: 돼지고기겨자채보쌈  콘새우계란찜  돼지고기겨자채보쌈
28,박고지로 뭘 만들 수 있을까?,1,모든 재료가 포함된 요리: 복주머니초밥  쇠머리찰떡
29,"대파대, 청양초로 뭘 만들 수 있을까?",1,모든 재료가 포함된 요리: 칠리 가지탕수  사천식 알배추찜
30,"차전자피, 검은깨, 영귤즙으로 만들 수 있는 요리 뭐가 있어?",1,모든 재료가 포함된 요리: 영귤 소바
31,"식초, 피칸으로 뭘 만들 수 있을까?",1,모든 재료가 포함된 요리: 비건 초코 마들렌  미국 피칸 페스토 파스타
32,밀가루중력분으로 만들 수 있는 요리 뭐가 있어?,1,모든 재료가 포함된 요리: 고양이 귀면  가위면
33,"일자콩나물, 대하를 이용해 만드는 요리 알려줘",1,모든 재료가 포함된 요리: 아귀찜
34,"배즙, 튀긴어묵으로 뭘 만들 수 있을까?",1,재료가 가장 많이 포함된 요리: 두부전  팔보채
35,가다랑이포를 이용해 만드는 요리 알려줘,1,모든 재료가 포함된 요리: 상추미소국  양지수육전골
36,"옥수수, 맛소금, 미국으로 뭘 만들 수 있을까?",1,모든 재료가 포함된 요리: 커스터드 수정교자  냉면
37,바지락으로 만들 수 있는 요리 뭐가 있어?,1,모든 재료가 포함된 요리: 바지락콩나물찜  바지락콩나물찜
38,"물전분물, 다대기양념장을 이용해 만드는 요리 알려줘",1,모든 재료가 포함된 요리: 고덕칡냉면
39,바지락을 이용해 만드는 요리 알려줘,1,모든 재료가 포함된 요리: 바지락콩나물찜  바지락콩나물찜
40,노두유로 만들 수 있는 요리 뭐가 있어?,1,모든 재료가 포함된 요리: 상하이 볶음 쌀국수  고양이 귀면
41,"불고기용, 풀을 이용해 만드는 요리 알려줘",1,모든 재료가 포함된 요리: 불고기토마토샐러드  쇠고기깻잎말이찜  오이선
42,"단호박, 간장소스, 스파이스로 만들 수 있는 요리 뭐가 있어?",1,모든 재료가 포함된 요리: 비건 참나물 페스토 파스타  송로 오일 육회 스파게티  후레쉬 트러플 스파게티
43,"쌈무, 말린견과루, 와사비소스로 뭘 만들 수 있을까?",1,모든 재료가 포함된 요리: 레인보우설기  물오징어 빵꼬아게  딱새우찜
44,배춧속잎으로 만들 수 있는 요리 뭐가 있어?,1,재료가 가장 많이 포함된 요리: 꽁치김치찌개  채식 순두부찌개
45,"전분, 현미찹쌀을 이용해 만드는 요리 알려줘",1,모든 재료가 포함된 요리: 표고버섯탕수  깐풍기와 양상추쌈  두부전골
46,"안심, 다짐육, 펜네로 만들 수 있는 요리 뭐가 있어?",1,모든 재료가 포함된 요리: 레몬소스 닭고기튀김  비건 레몬 청포도 타르트
47,"말린새우, 순두부를 이용해 만드는 요리 알려줘",1,모든 재료가 포함된 요리: 순두부찌개  굴순두부찌개  순두부찌개
48,"쌈야채, 쇠고기, 유자청건더기를 이용해 만드는 요리 알려줘",1,모든 재료가 포함된 요리: 삼색밀쌈  제육불고기  낙지전골
49,"큐민가루, 이태리파슬리, 연어를 이용해 만드는 요리 알려줘",1,모든 재료가 포함된 요리: 큐민향 양고기 볶음  상해식 왕새우 리조또  간장치킨 타코
50,"샐러리개, 왕새우로 만들 수 있는 요리 뭐가 있어?",1,모든 재료가 포함된 요리: 홍콩식 볶음면로메인  닭고기 캐슈너트 볶음궁보계정  목이버섯 무침
51,"그린, 금태, 분홍색어묵을 이용해 만드는 요리 알려줘",1,모든 재료가 포함된 요리: 오이 금귤 피클
52,"체리, 손질된으로 뭘 만들 수 있을까?",1,모든 재료가 포함된 요리: 두릅버섯전  낙지 초무침  두릅버섯전
53,조개관자로 뭘 만들 수 있을까?,1,모든 재료가 포함된 요리: 조개관자꼬치구이
54,가염버터로 뭘 만들 수 있을까?,1,모든 재료가 포함된 요리: 잠봉뵈르 샌드위치
55,"우린물, 면수로 뭘 만들 수 있을까?",1,모든 재료가 포함된 요리: 된장 버터 옥수수라면짱구라면  상하이 파스타  비건 참나물 페스토 파스타
56,적파프리카로 뭘 만들 수 있을까?,1,모든 재료가 포함된 요리: 아보카도새우 오픈샌드위치  달걀꼬마김밥
57,"빨간무즙아카오로시, 그린빈스로 만들 수 있는 요리 뭐가 있어?",1,모든 재료가 포함된 요리:
58,"신김치, 파우더로 만들 수 있는 요리 뭐가 있어?",1,모든 재료가 포함된 요리: 김치두부쌈  두부김치  떡잡채
59,비타민으로 만들 수 있는 요리 뭐가 있어?,1,재료가 가장 많이 포함된 요리: 비타민지짐 & 사과소스  비타민지짐 & 사과소스
60,"메기, 우동사리, 마른오징어로 뭘 만들 수 있을까?",1,모든 재료가 포함된 요리: 메기매운탕  우동
61,한식 중에 어떤 요리가 괜찮아?,3,"두부미역냉채, 두부미역냉채, 두부미역냉채은(는) 어떠세요? 
궁금하시면 음식의 재료나 레시피도 알려드릴게요"
62,한식 중에 어떤 요리가 괜찮아?,3,"두부미역냉채, 두부미역냉채, 두부미역냉채은(는) 어떠세요? 
궁금하시면 음식의 재료나 레시피도 알려드릴게요"
63,일식 중에 어떤 요리가 괜찮아?,3,"일식 죽순 조림 만드는법, 일식 죽순 조림 만드는법, 일식 죽순 조림 만드는법이(가) 좋을 것 같아요  
해당 음식의 재료나 레시피도 필요하신가요?"
64,중식 요리 추천해줘,3,"어향육슬덮밥, 어향육슬덮밥, 어향육슬덮밥을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
65,양식 요리 추천해줘,3,"시금치 키쉬, 시금치 키쉬, 시금치 키쉬을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
66,한식 중에 어떤 요리가 괜찮아?,3,"두부미역냉채, 두부미역냉채, 두부미역냉채은(는) 어떠세요? 
궁금하시면 음식의 재료나 레시피도 알려드릴게요"
67,한식 중에서 뭐가 맛있어?,3,한식 중에서는 두부새우젓국찌개은(는) 어떠세요?
68,양식 중에서 뭐가 맛있어?,3,양식 중에서는 시금치 파스타은(는) 어떠세요?
69,양식 요리 추천해줘,3,"시금치 키쉬, 시금치 키쉬, 시금치 키쉬을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
70,한식 중에서 뭐가 맛있어?,3,한식 중에서는 두부새우젓국찌개은(는) 어떠세요?
71,한식 요리 추천해줘,3,"꽈리고추찜무침, 참치채소전, 두부미역냉채을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
72,한식 요리 추천해줘,3,"꽈리고추찜무침, 참치채소전, 두부미역냉채을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
73,일식 요리 추천해줘,3,"일식집 알밥, 일식 죽순 조림 만드는법, 연어오차즈케을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
74,양식 요리 추천해줘,3,"시금치 키쉬, 시금치 키쉬, 시금치 키쉬을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
75,일식 중에 어떤 요리가 괜찮아?,3,"일식 죽순 조림 만드는법, 일식 죽순 조림 만드는법, 일식 죽순 조림 만드는법이(가) 좋을 것 같아요  
해당 음식의 재료나 레시피도 필요하신가요?"
76,일식 중에 어떤 요리가 괜찮아?,3,"일식 죽순 조림 만드는법, 일식 죽순 조림 만드는법, 일식 죽순 조림 만드는법이(가) 좋을 것 같아요  
해당 음식의 재료나 레시피도 필요하신가요?"
77,양식 요리 추천해줘,3,"시금치 키쉬, 시금치 키쉬, 시금치 키쉬을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
78,일식 중에서 뭐가 맛있어?,3,일식 중에서는 일식집 와사비 간장 만들기은(는) 어떠세요?
79,일식 요리 추천해줘,3,"일식집 알밥, 일식 죽순 조림 만드는법, 연어오차즈케을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
80,양식 중에 어떤 요리가 괜찮아?,3,"시금치 키쉬, 시금치 키쉬, 시금치 키쉬이(가) 좋을 것 같아요  
해당 음식의 재료나 레시피도 필요하신가요?"
81,양식 중에 어떤 요리가 괜찮아?,3,"시금치 키쉬, 시금치 키쉬, 시금치 키쉬이(가) 좋을 것 같아요  
해당 음식의 재료나 레시피도 필요하신가요?"
82,중식 요리 추천해줘,3,"어향육슬덮밥, 어향육슬덮밥, 어향육슬덮밥을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
83,중식 요리 추천해줘,3,"어향육슬덮밥, 어향육슬덮밥, 어향육슬덮밥을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
84,양식 중에서 뭐가 맛있어?,3,양식 중에서는 시금치 파스타은(는) 어떠세요?
85,일식 중에 어떤 요리가 괜찮아?,3,"일식 죽순 조림 만드는법, 일식 죽순 조림 만드는법, 일식 죽순 조림 만드는법이(가) 좋을 것 같아요  
해당 음식의 재료나 레시피도 필요하신가요?"
86,일식 중에서 뭐가 맛있어?,3,일식 중에서는 일식집 와사비 간장 만들기은(는) 어떠세요?
87,중식 요리 추천해줘,3,"어향육슬덮밥, 어향육슬덮밥, 어향육슬덮밥을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
88,중식 요리 추천해줘,3,"어향육슬덮밥, 어향육슬덮밥, 어향육슬덮밥을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
89,중식 요리 추천해줘,3,"어향육슬덮밥, 어향육슬덮밥, 어향육슬덮밥을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
90,한식 요리 추천해줘,3,"꽈리고추찜무침, 참치채소전, 두부미역냉채을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
91,일식 요리 추천해줘,3,"일식집 알밥, 일식 죽순 조림 만드는법, 연어오차즈케을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
92,중식 중에서 뭐가 맛있어?,3,중식 중에서는 어향육슬덮밥은(는) 어떠세요?
93,중식 요리 추천해줘,3,"어향육슬덮밥, 어향육슬덮밥, 어향육슬덮밥을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
94,한식 중에서 뭐가 맛있어?,3,한식 중에서는 두부새우젓국찌개은(는) 어떠세요?
95,중식 요리 추천해줘,3,"어향육슬덮밥, 어향육슬덮밥, 어향육슬덮밥을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
96,중식 중에 어떤 요리가 괜찮아?,3,"어향육슬덮밥, 어향육슬덮밥, 어향육슬덮밥이(가) 좋을 것 같아요  
해당 음식의 재료나 레시피도 필요하신가요?"
97,중식 중에 어떤 요리가 괜찮아?,3,"어향육슬덮밥, 어향육슬덮밥, 어향육슬덮밥이(가) 좋을 것 같아요  
해당 음식의 재료나 레시피도 필요하신가요?"
98,중식 중에서 뭐가 맛있어?,3,중식 중에서는 어향육슬덮밥은(는) 어떠세요?
99,중식 중에서 뭐가 맛있어?,3,중식 중에서는 어향육슬덮밥은(는) 어떠세요?
100,중식 중에서 뭐가 맛있어?,3,중식 중에서는 어향육슬덮밥은(는) 어떠세요?
101,중식 요리 추천해줘,3,"어향육슬덮밥, 어향육슬덮밥, 어향육슬덮밥을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
102,양식 요리 추천해줘,3,"시금치 키쉬, 시금치 키쉬, 시금치 키쉬을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
103,중식 중에 어떤 요리가 괜찮아?,3,"어향육슬덮밥, 어향육슬덮밥, 어향육슬덮밥이(가) 좋을 것 같아요  
해당 음식의 재료나 레시피도 필요하신가요?"
104,중식 중에서 뭐가 맛있어?,3,중식 중에서는 어향육슬덮밥은(는) 어떠세요?
105,중식 요리 추천해줘,3,"어향육슬덮밥, 어향육슬덮밥, 어향육슬덮밥을(를) 추천드려요  
해당 음식의 재료나 레시피를 알려드릴 수 있어요"
106,양식 중에서 뭐가 맛있어?,3,양식 중에서는 시금치 파스타은(는) 어떠세요?
107,양식 중에서 뭐가 맛있어?,3,양식 중에서는 시금치 파스타은(는) 어떠세요?
108,일식 중에서 뭐가 맛있어?,3,일식 중에서는 일식집 와사비 간장 만들기은(는) 어떠세요?
109,양식 중에서 뭐가 맛있어?,3,양식 중에서는 시금치 파스타은(는) 어떠세요?
110,중식 중에서 뭐가 맛있어?,3,중식 중에서는 어향육슬덮밥은(는) 어떠세요?
