Question,Predicted_Label
안녕?,2
날씨,2
오늘의 날씨는?,2
대체 음란찜이 뭐야?,2
오늘 냉장고에 뭐가 있을가,2
안녕?,2
안녕,2
안녕,2
너 뭐 할수있어?,2
오늘은 돼지고기 많이 썰어 넣은 얼큰한 김치찌개가 먹고 싶어,2
토마토랑 바질,0,토마토랑 바질 페스토를 만들기 위해 필요한 재료입니다: ['바질 페스토 5큰술'  '파스타 (리가토니) 180g'  '마늘 5쪽'  '파마산 치즈 가루 3큰술 '  '올리브오일 약간 '  '소금 약간 '  '후춧가루 약간 '] 조리 과정은 다음과 같습니다: ['Step 1: 끓는 물에 소금과 면을 넣고 10~12분간 삶아낸 후 채반에 덜어 주세요   (면의 심지 부분까지 잘 익도록 충분히 삶아주세요)'  'Step 2: 마늘은 편으로 썰어주세요  달군 팬에 오일을 두른 후 마늘을 볶아주세요 '  'Step 3: 볼에 삶은 면과 볶은 마늘  바질 페스토  후춧가루를 넣어 골고루 섞어주세요  (바질페스토에 열이 가해지면 색이 탁해지기 때문에 불 위에서 볶지 않고 그릇에 넣고 섞는 게 좋아요)'  'Step 4: 파마산 치즈 가루를 뿌려 간을 맞춰주세요 '  'Step 5: 맛있게 즐겨주세요 ']
라면사리 소고기,1,모든 재료가 포함된 요리: 소고기 아욱 표고버섯죽
돼지고기랑 닭고기,1,재료가 가장 많이 포함된 요리: 양장피  매콤 비빔 교자
소고기로는 뭘하지?,1,모든 재료가 포함된 요리: 소고기 갈비찜
돼지고기로는 뭘할까?,1,재료가 가장 많이 포함된 요리: 돼지고기겨자채보쌈
소고기랑 돼지고기가 있어,1,모든 재료가 포함된 요리: 양지수육전골  소고기 갈비찜
소고기 버섯 두부 계란,1,모든 재료가 포함된 요리: 두부전골  낙지전골  두부전골
낙지 두부 햄 버섯 치즈가 있는데,0,낙지 두부  치즈돈가스를 만들기 위해 필요한 재료입니다: ['낙지: 1마리(작은 낙지 2마리)'  '두부: 1/2모'  '양파: 1/2개'  '대파: 1대'  '청양고추: 1개'  '홍고추: 1개'  '고추장: 3큰술'  '고춧가루: 2큰술'  '간장: 1큰술'  '설탕: 1큰술'  '올리고당: 2큰술'  '맛술: 1큰술'  '참기름: 1큰술'  '후추: 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 낙지는 머리를 뒤집어 내장과 먹통을 제거하고 눈과 입을 떼어낸 후 밀가루를 넣어 깨끗이 주물러 씻어주세요 '  'Step 2: 양파는 굵게 채썰고  대파와 청양고추  홍고추는 어슷 썰어주세요  햄은 먹기 좋게 썰어주세요 '  'Step 3: 달군 팬에 고추장 양념 재료를 넣어 양파를 볶아주세요 '  'Step 4: 양파가 반쯤 익으면 낙지와 대파  청양고추  홍고추  낙지를 넣어 3~4분 정도 볶다가 간장  맛술  설탕을 넣어 간을 맞춰주세요  (tip  낙지의 크기에 따라 익히는 시간을 가감해 주세요)'  'Step 5: 마지막에 참기름을 넣어 가볍게 버무려주세요 ']
라면사리 소고기 고추 고수,1,모든 재료가 포함된 요리: 된장 버터 옥수수라면짱구라면
고수 버섯 두부,0,고수 페스토 크림파스타 를 만들기 위해 필요한 재료입니다: ['고수 페스토 4큰술 '  '파스타 면 180g'  '새우 6마리'  '고수 반 줌'  '생크림 300mL'  '소금 약간'  '후춧가루 약간'  '식용유 약간 '] 조리 과정은 다음과 같습니다: ['Step 1: 끓는 물에 소금과 면을 넣고 10~12분간 삶아낸 후 채반에 덜어 주세요 '  'Step 2: 달군 팬에 기름을 두른 후 새우를 넣어 소금  후춧가루로 간을 하여 볶아주세요 '  'Step 3: 볶은 새우에 고수 페스토와 생크림을 넣어 약불에서 섞어주세요  기포가 올라오면 파스타면을 넣고 섞어주세요  (기호에 따라 페스토 양을 가감해 주세요)'  'Step 4: 완성된 파스타를 접시에 담고 고수잎  파마산치즈가루  빵 등을 곁들여 맛있게 즐겨주세요  ']
파스타면 새우 생크림,1,모든 재료가 포함된 요리: 상하이 파스타  까르보나라  달걀 파스타
우튜 소고기 계란 버섯으로 할수있는 요리?,0,우튜를 만들기 위해 필요한 재료입니다: ['소고기 안심100g'  '청주1큰술'  '잣10g'  '죽순20g'  '표고버섯3개'  '샐러리대'  '마늘3개'  '대파1대'  '달걀1개'  '생강1개'  '간장1작은술'  '청주1큰술'  '소금약간'  '후춧가루약간'  '설탕1작은술'  '치킨파우더1작은술'  '물전분1작은술'  '땅콩버터1큰술'  '물2큰술'] 조리 과정은 다음과 같습니다: ['Step 1: 소고기는 채 썰어주세요 '  'Step 2: 소고기는 마리네이드 하여 잘 버무려 주세요     Tip  부드럽고 잡내 없는 고기 맛을 위해 해물  육류에 미리 마리네이드를 하면 좋아요    마리네이드 재료해물  육류 250g 기준 : 옥수수 전분 2큰술  흰자 1개  소금 12 작은술  식용유 3큰술  후춧가루 약간'  'Step 3: 분량의 재료를 골고루 섞어서 소스를 만들어 주세요 '  'Step 4: 팬에 기름을 두르고 약불로 순서 3을 볶아 주세요 '  'Step 5: 순서 4에 표고버섯  샐러리  대파를 넣고 볶다가 순서 4의 소스를 넣고 끓여주세요 '  'Step 6: 순서 5에 익혀낸 소고기와 순서 3의 소스를 넣고 끓여주세요     Tip  소고기가 소스에 잘 스며들 수 있도록 센 불에서 잘 섞어가며 볶아주면 바비큐향의 우동을 만들 수 있답니다']
치즈 소고기 버섯 ,0,치즈 소고기 버섯  표고버섯을 만들기 위해 필요한 재료입니다: ['표고버섯: 6개 (150g)'  '느타리버섯: 한 줌 (50g)'  '만가닥버섯: 반 줌'  '달걀: 2개'  '밀가루: 1⁄4컵'  '빵가루: 1컵'  '달걀: 1개'  '소금: 약간'  '후춧가루: 약간'  '식용유: 적당량'  '간장: 1큰술'  '굴소스: 1큰술'  '물: 1큰술'  '설탕: 1작은술'] 조리 과정은 다음과 같습니다: ['Step 1: 표고버섯은 밑동 부분을 자르고 먹기 좋게 슬라이스해주세요   (tip 표고버섯 기둥은 깨끗이 씻어 육수를 낼 때 사용하시면 좋아요 )'  'Step 2: 느타리버섯은 끓는 물에 살짝 데쳐 물기를 짜서 준비해 주세요  만가닥버섯은 밑동을 잘라내고 먹기 좋은 크기로 잘라주세요 '  'Step 3: 달걀은 약간의 소금을 넣고 잘 섞은 후 체에 내리고 볼에 달걀물 재료를 넣고 섞어주세요  (tip  달걀물은 약간의 소금을 넣고 고루 섞어 달걀물을 만들어주세요)'  'Step 4: 달군 팬에 기름을 넉넉히 두르고 다진 버섯과 만가닥버섯을 노릇하게 구워주세요 '  'Step 5: 만가닥버섯과 버섯이 익으면 양념재료를 넣어 3분 정도 끓여주세요 '  'Step 6: 마지막에 약간의 소금과 후춧가루를 넣어 간을 맞춘 후  따뜻할 때 맛있게 즐겨주세요 ']
소고기 버섯 치즈로 뭘할수있나?,1,모든 재료가 포함된 요리: 감자수프  투움바파스타  버섯크림 스파게티
소고기 버섯 치즈가 있는데,1,모든 재료가 포함된 요리: 감자수프  투움바파스타  버섯크림 스파게티
그럼 닭고기 버섯 치즈는?,2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
소고기 버섯 치즈가 들어가는 요리?,1,모든 재료가 포함된 요리: 감자수프  투움바파스타  버섯크림 스파게티
소고기 버섯 치즈가 있는데,1,모든 재료가 포함된 요리: 감자수프  투움바파스타  버섯크림 스파게티
돼지고기로 할수있는 음식?,1,재료가 가장 많이 포함된 요리: 돼지고기 수육 양념 조림  제육불고기  돼지고기겨자채보쌈
소고기로 뭘할까?,1,모든 재료가 포함된 요리: 소고기 갈비찜  양지수육전골
파스타면 새우 생크림이 있어,1,모든 재료가 포함된 요리: 상하이 파스타  달걀 파스타  까르보나라
"냉장고에 소고기, 버섯, 두부, 계란이 있어",1,모든 재료가 포함된 요리: 소고기 갈비찜  두부전골  낙지전골
소고기랑 돼지고기는?,1,모든 재료가 포함된 요리: 양지수육전골  소고기 갈비찜
안녕,2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
돼지고기로 만드는 음식,1,재료가 가장 많이 포함된 요리: 돼지고기겨자채보쌈  제육보쌈
안녕?,2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
돼지고기가 들어간 음식,1,재료가 가장 많이 포함된 요리: 제육보쌈  양장피냉채
돼지고기,1,재료가 가장 많이 포함된 요리: 돼지고기겨자채보쌈  제육겨자쌈  양장피냉채
자동차,2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
자동차 컴퓨터 냉삼,2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
냉삼,0,냉삼겹살냉채를 만들기 위해 필요한 재료입니다: ['냉삼 1뿌리'  '배 1/2개'  '밤 4개'  '대추 5개'  '오이 1/2개'  '계란 1개'  '겨자 2큰술'  '머스터드 1/2큰술'  '마늘 2쪽'  '식초 3큰술'  '설탕 3큰술'  '간장 약간'  '소금 약간'  '참기름 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 냉삼은 물에 담가 해감시킨 후  껍질을 제거하고 등분한 뒤 믹서에 물을 넣고 곱게 간다 '  'Step 2: 배는 껍질을 벗기고 씨를 제거한 후 저민다 '  'Step 3: 오이는 깨끗이 씻어서 반으로 자른 후 4cm 길이로 채썬다 '  'Step 4: 계란은 흰자와 노른자를 분리하여 지단을 부친 후 채썰고  밤은 껍질을 벗겨 2등분한다 '  'Step 5: 겨자 2큰술  머스터드 1/2큰술  마늘  식초  간장  소금  참기름을 섞어 양념을 만든다 '  'Step 6: 냉삼과 배  밤  대추  계란을 섞은 후 마지막에 머스터드 1/2큰술을 넣어 가볍게 무친다 ']
요리 추천,1,재료가 가장 많이 포함된 요리: 감자수제비  오징어순대  돼지고기겨자채보쌈
"감자, 김치",0,감자를 만들기 위해 필요한 재료입니다: ['감자 2개'  '찹쌀가루 3큰술'  '겨자 1/2큰술'  '대추 5개'  '감자전분 1/2컵'  '물 2컵'  '[고명용] 호박씨 10g'  '대파 1/2뿌리'  '잣 1/2컵'  '[고명용] 호박씨 10g'  '물엿 1/2컵'  '설탕 1큰술'  '[고명용] 호박씨 10g'  '대추 3개'  '잣 1/2컵'  '[고명용] 호박씨 10g'  '밀가루 1/2컵'  '계란 1개'  '[고명용] 호박씨 10g'  '다진마늘 1/2큰술'  '청정원맛선생 약간'  '소금 약간'  '참기름 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 감자는 껍질을 벗기고 두께 0 5cm 정도로 반달모양으로 썰어서 찬물에 10분간 담갔다가  물기를 제거해주세요  찹쌀가루와 물을 잘 섞어 체에 내리고  반죽을 한입 크기로 동그랗게 빚어주세요 '  'Step 2: 호박은 물기를 제거하고 어슷썰어 준비해주세요  감자는 껍질을 벗기고 3cm x 4cm 크기로 잘라주세요 '  'Step 3: 물엿  설탕  소금을 넣어 간을 맞추고  찜기에 3분간 쪄주세요   (tip  물엿을 넣으면 감자 전분기가 제거되어 더 바삭하게 드실 수 있어요)  (tip  감자의 수분 상태에 따라 물을 가감해주세요)'  'Step 4: 찹쌀가루에 계란  채소  버섯  물을 넣어 고명으로 사용할 호박씨를 눌어붙지 말고  동그랗게 모양을 잡아 끓는 물에 소금을 약간 넣고 예열한 오븐에 50분간 구워주세요 '  'Step 5: 삶은 감자는 껍질을 벗기고 2cm x2cm 크기로 잘라주세요  갈아 줄 재료인 대추는 돌려 깎아 씨를 발라주세요 '  'Step 6: 찜기에 감자를 올리고 6분간 쪄주세요   (tip  기호에 따라 6분간 쪄 드시면 더욱 맛있어요)'  'Step 7: 완성된 요리를 그릇에 담아 마무리해주세요 ']
"감자, 버섯, 두부",0,감자를 만들기 위해 필요한 재료입니다: ['감자 2개'  '굴 1/2컵'  '배추김치 1/4포기'  '깻잎 10장'  '대파 1뿌리'  '계란 1개'  '식용유 약간'  '소금 약간'  '흰후춧가루 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 감자는 껍질을 벗겨 물에 담갔다가 건져 강판에 간다 '  'Step 2: 배추김치는 소를 털어내고 송송 썰고  깻잎은 얇게 채썬다 '  'Step 3: 대파는 흰 부분만 곱게 채썰고  배추김치는 속을 털어내고 먹기 좋게 썬다 '  'Step 4: 고운 체에 밀가루를 내려서 한 달 정도 둔다 '  'Step 5: 냄비에 기름을 두르고 양념한 김치와 깻잎을 볶는다 '  'Step 6: 어느 정도 볶아지면 굴과 배추김치를 넣고 소금과 후춧가루로 간을 맞춘다 '  'Step 7: 버섯만 쪽을 먼저 볶다가 어느 정도 익으면 흰 후춧가루를 뿌려 마무리한다 ']
버섯 두부 감자,0,버섯 두부 감자 샐러드를 만들기 위해 필요한 재료입니다: ['두부 (불린 쌀): 2컵'  '베이컨: 10⁄2개'  '두부: 1⁄3모'  '파마산 치즈: 약간'  '식용유: 약간'  '소금: 약간'  '후춧가루: 약간'  '올리브유: 1큰술'  '참기름: 1큰술'] 조리 과정은 다음과 같습니다: ['Step 1: 두부는 키친타월에 올려 물기를 제거해 주세요  베이컨은 1cm 길이로 썰고  두부는 칼등으로 으깬 후 면포에 감싸 물기를 짜주세요  (tip  베이컨을 잘게 으깨면 베이컨의 아린맛을 제거할 수 있어요)'  'Step 2: 볼에 드레싱 재료를 넣어 섞어주세요 '  'Step 3: 달군 팬에 오일을 두른 후 두부를 올려 약한 불에서 노릇하게 구워주세요 '  'Step 4: 적당한 크기로 자른 후 파마산 치즈를 뿌려 완성해 주세요 ']
셀러드,1,모든 재료가 포함된 요리: 팔라펠랩  사과코울슬로  멜론 가스파초와 셀러리 스틱
버섯,0,버섯 취나물 솥밥을 만들기 위해 필요한 재료입니다: ['현미: 1+3⁄4컵'  '렌틸콩: 1⁄4컵'  '표고버섯: 3개'  '미니 당근: 80g'  '취나물: 60g'  '간장: 1⁄2큰술'  '참기름: 1큰술'  '물: 2컵'  '강황가루: 2작은술'  '들기름: 1큰술'  '간장: 2작은술'  '간장: 3큰술'  '쪽파: 2큰술'  '맛술: 1큰술'  '올리고당: 1작은술'  '고춧가루: 1작은술'  '다진마늘: 1⁄2작은술'  '통깨: 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 쌀은 깨끗이 씻어 30분 정도 불린 후 체에 밭쳐 물기를 빼주세요 '  'Step 2: 생취나물은 질긴 잎과 굵은 줄기 부분을 자르고 깨끗이 씻어주세요  손질한 생취나물을 끓는 물에 살짝 데치고 건져 물기를 짜주세요  먹기 좋은 크기로 썰어주세요  취나물 밑간 재료를 넣어 조물조물 무쳐주세요 '  'Step 3: 표고버섯은 밑동 부분을 자르고 먹기 좋게 썰어 주세요  미니당근은 먹기 좋게 송송 썰어주세요 '  'Step 4: 솥에 참기름을 두르고 불린 쌀을 넣어 볶아주세요  쌀이 약간 투명해지면 강황가루와 간장을 넣어 볶다가 물을 붓고 뚜껑을 닫아 센 불에서 끓여주세요 '  'Step 5: 밥 물이 끓기 시작하면 골고루 잘 섞어 준 후  불을 중약 불로 줄여 15분간 익혀주세요 '  'Step 6: 밥이 다 지어지면 불을 끄고 밑간 한 취나물과 표고버섯을 얹어 15분간 뜸을 들여 주세요  완성된 솥밥을 주걱으로 잘 섞고 양념간장을 곁들여 맛있게 즐겨주세요 ']
비빔밥 먹을래,0,비빔쌀국수를 만들기 위해 필요한 재료입니다: ['쌀국수 500g'  '쇠고기(우둔) 200g'  '양파 1/2개'  '새우 8마리'  '상추 8잎'  '레몬 1개'  '육수 1과1/2컵'  '간장 3큰술'  '식초 1/4컵'  '설탕 2큰술'  '실파 1/2컵'  '다진고추 2큰술'  '소금 약간'  '후추 약간'  '다진마늘 1/2큰술'  '다진파 1큰술'] 조리 과정은 다음과 같습니다: ['Step 1: 쌀국수는 끓는 물에 삶아서 찬물에 헹궈 물기를 뺀다 '  'Step 2: 쇠고기는 분량의 양념에 재웠다가 간이 어느정도 배면 볶아낸다 '  'Step 3: 양파는 채썰어서 소금  설탕  레몬즙에 절여둔다 '  'Step 4: 새우는 내장을 빼내고 레몬과 소금을 넣은 끓는 물에 데친 후  색이 변하면 꺼내어 식혀 껍질을 벗겨둔다 '  'Step 5: 숙주는 다듬어 약한 소금물에 살짝 데친다 '  'Step 6: 상추는 씻어서 물기를 뺀뒤 1cm 폭으로 썰어둔다 '  'Step 7: 그릇에 쌀국수를 담고 양파  불고기  숙주  상추  새우를 얹어 양념장을 곁들여 낸다 ']
비빔밥을 먹어야겠어,0,비빔쌀국수를 만들기 위해 필요한 재료입니다: ['쌀국수 500g'  '쇠고기(우둔) 200g'  '양파 1/2개'  '새우 8마리'  '상추 8잎'  '레몬 1개'  '육수 1과1/2컵'  '간장 3큰술'  '식초 1/4컵'  '설탕 2큰술'  '실파 1/2컵'  '다진고추 2큰술'  '소금 약간'  '후추 약간'  '다진마늘 1/2큰술'  '다진파 1큰술'] 조리 과정은 다음과 같습니다: ['Step 1: 쌀국수는 끓는 물에 삶아서 찬물에 헹궈 물기를 뺀다 '  'Step 2: 쇠고기는 분량의 양념에 재웠다가 간이 어느정도 배면 볶아낸다 '  'Step 3: 양파는 채썰어서 소금  설탕  레몬즙에 절여둔다 '  'Step 4: 새우는 내장을 빼내고 레몬과 소금을 넣은 끓는 물에 데친 후  색이 변하면 꺼내어 식혀 껍질을 벗겨둔다 '  'Step 5: 숙주는 다듬어 약한 소금물에 살짝 데친다 '  'Step 6: 상추는 씻어서 물기를 뺀뒤 1cm 폭으로 썰어둔다 '  'Step 7: 그릇에 쌀국수를 담고 양파  불고기  숙주  상추  새우를 얹어 양념장을 곁들여 낸다 ']
식혜,1,재료가 가장 많이 포함된 요리: 버섯탕  쇠고기탕수
"소고기, 돼지고기",1,모든 재료가 포함된 요리: 소고기 갈비찜  양장피
돼지고기 양념,1,재료가 가장 많이 포함된 요리: 돼지고기 수육 양념 조림  제육보쌈
연어가 들어간 음식,0,연어 브루스케타를 만들기 위해 필요한 재료입니다: ['훈제연어 슬라이스 180g'  '바게트 1⁄2개'  '메이플시럽 1⁄4컵'  '딜 (생략 가능) 약간'  '크림치즈 3큰술'  '레몬즙 1큰술'  '메이플시럽 1⁄2큰술'  '후추 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 훈제연어 슬라이스는 반으로 자르고 볼에 스프레드 재료를 넣고 섞어주세요 '  'Step 2: 바게트는 슬라이스하여 앞뒤로 바삭하게 토스트 해주세요  (tip 바게트 위에 종이호일을 깔고 무거운 무쇠 팬을 올려주면 그릴 자국을 쉽게 낼 수 있어요)'  'Step 3: 바게트 위에 크림치즈 딥을 바르고 훈제연어를 올린 후 딜과 후춧가루를 뿌려주세요  먹기 직전에 메이플시럽을 먹기 좋게 뿌려주세요  (기호에 따라 케이퍼 또는 양파 등을 추가해도 맛있답니다)']
자동차랑 냉장고가 있어,2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
"냉장고에는 버섯이랑, 두부가 있어",1,모든 재료가 포함된 요리: 두부튀김덮밥  두부튀김덮밥  굴림만두
"쇠고기, 콩나물",0,콩나물밥을 만들기 위해 필요한 재료입니다: ['쌀 2컵'  '콩나물 300g'  '쇠고기 100g'  '파 1/2개'  '마늘 2쪽'  '참기름 1큰술'  '깨소금 1큰술'  '고춧가루 약간'  '진간장 4큰술'  '소금 약간'  '통후추 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 쌀은 미리 씻어 불려놓고 콩나물은 씻어 소금물에 살짝 데쳐 놓는다 '  'Step 2: 쇠고기는 곱게 다져 파  마늘  진간장으로 양념하여 볶는다 '  'Step 3: 콩나물 삶은 물을 냄비에 붓고 쌀을 앉혀 밥을 짓다가 끓으면 삶은 콩나물과 쇠고기를 얹어 뜸들인다'  'Step 4: 뜸이 들면 고루 섞어 그릇에 담고 양념장과 함께 낸다 '  'Step 5: **양념장: 간장 4큰술  고춧가루 1큰술  다진마늘 1/2작은술  다진파 1작은술  설탕 1작은술  후춧가루 약간']
"소고기, 콩나물, 간장 ",1,모든 재료가 포함된 요리: 소고기 갈비찜  소고기 갈비찜  양지수육전골
소고기 갈비찜,1,모든 재료가 포함된 요리: 소고기 갈비찜
소고기 감비찜 레시피,1,모든 재료가 포함된 요리: 감태명란주먹밥
소고기 갈비찜 하는 법,1,모든 재료가 포함된 요리: 소고기 갈비찜
소고기 갈비,1,모든 재료가 포함된 요리: 소고기 갈비찜
소고기갈비찜 요리법,1,재료가 가장 많이 포함된 요리: 소고기 갈비찜
소고기갈비찜 요리하기,1,모든 재료가 포함된 요리: 소고기 갈비찜
소고기 갈비 레시피,1,모든 재료가 포함된 요리: 소고기 갈비찜
닭갈비 레시피,1,재료가 가장 많이 포함된 요리: 닭갈비
닭갈비 ,1,재료가 가장 많이 포함된 요리: 닭갈비
닭갈 레시피 ,1,재료가 가장 많이 포함된 요리: 닭갈비
레시피,1,재료가 가장 많이 포함된 요리: 돼지고기겨자채보쌈
돼지고기 소고기,1,모든 재료가 포함된 요리: 양장피  제육불고기
양장피,0,양장피를 만들기 위해 필요한 재료입니다: ['양장피1장70g'  '돼지고기잡채용150g'  '오징어몸통1마리'  '새우8마리'  '크래미2줄'  '피망1개'  '홍고추1개'  '달걀2개'  '오이12개'  '양파12개'  '표고버섯2개'  '대파14대'  '참기름1큰술'  '굴소스1큰술'  '고추기름2큰술'  '통깨약간'  '맛술1큰술'  '간장12큰술'  '생강 가루한꼬집'  '소금약간'  '후춧가루약간'  '설탕12작은술'  '다진 마늘14작은술'  '연겨자1큰술'  '설탕2큰술'  '식초3큰술'  '다진 마늘12작은술'  '참기름12작은술'  '소금한꼬집'] 조리 과정은 다음과 같습니다: ['Step 1: 돼지고기에 고기 양념 재료를 넣어 10분간 밑간을 해주세요 '  'Step 2: 달걀은 약간의 소금을 넣고 잘 섞은 후 체에 내리고 지단을 부쳐 돌돌 말은 후 채를 썰어주세요 '  'Step 3: 오이는 길이로 4등분하고 씨부분을 포를 떠서 제거하고 어슷하게 얇게 썰어주세요  피망과 홍고추  양파  표고버섯  대파는 얇게 채를 썰고 크래미는 먹기 좋게 찢어주세요 '  'Step 4: 찬물에 30분 정도 불린 양장피를 끓는 물에 3분 정도 데친 후 찬물에 헹구고 먹기 좋게 채썰고  양장피 양념 재료에 버무려 밑간해주세요  양장피에 따라 데치는 시간은 가감해서 조절해주세요 '  'Step 5: 새우는 내장과 껍질을 벗긴 후 끓는 물에 약간의 소금을 넣고 데친 후 반으로 포를 떠주세요  오징어는 껍질을 벗겨 몸통 안쪽에 칼집을 낸 후 끓는 물에 약간의 소금을 넣어 데쳐주세요 '  'Step 6: 접시에 달걀지단  크래미  오이  오징어  새우를 돌려 담고 가운데 양념한 양장피를 올려주세요 '  'Step 7: 달군 팬에 고추기름을 넣고 대파 채를 볶다가 밑간한 돼지고기와 양파를 넣어 볶아주세요  돼지고기가 익으면 표고버섯  피망  홍고추를 넣어 볶고 굴소스와 약간의 소금과 후춧가루로 밑간하고 참기름을 넣어주세요 '  'Step 8: 양장피 위에 볶은 돼지고기와 채소를 올리고 통깨를 뿌리고 먹기직전에 겨자소스를 곁들여주세요 ']
오늘은 뭐할까?,2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
양파가 들어간 음식,0,양파를 만들기 위해 필요한 재료입니다: ['양파 3개'  '굵은소금 약간'  '통깨 약간'  '생강 1쪽'  '팔각2개'  '간장컵'  '식초배합초'  '설탕1큰술'  '물3큰술'  '깨소금1큰술'] 조리 과정은 다음과 같습니다: ['Step 1: 양파는 껍질을 벗기고 깨끗이 씻어 4등분하고  굵은소금  생강  파는 어슷썰기한다 '  'Step 2: 냄비에 분량의 양념 재료를 넣고 끓여 조림장을 만든다 '  'Step 3: 양파  굵은소금  생강  파는 길이대로 썰어 준비한다 '  'Step 4: 냄비에 조림장을 넣고 끓으면 삶은 양파와 국물을 분리한다 '  'Step 5: 양파가 말랑말랑해질 때까지 조려 상에 낸다 ']
양파랑 파 닭고기로 뭘 만들까?,1,모든 재료가 포함된 요리: 사천식 고추 새우 덮밥
사천식 고추 새우 덮밥,0,사천식 고추 새우 덮밥을 만들기 위해 필요한 재료입니다: ['알새우 25개250g'  '홍고추1개'  '대파대'  '마른 월남고추8개'  '파프리카개'  '양파개'  '식용유컵'  '다진생강작은술'  '다진마늘1작은술'  '물1큰술'  '설탕1큰술'  '간장큰술'  '식초큰술'  '스리라차1작은술'  '후춧가루약간'] 조리 과정은 다음과 같습니다: ['Step 1: 알새우는 물기를 제거하고 홍고추  대파  파프리카  양파는 먹기 좋게 한입 크기로 썰어주세요 '  'Step 2: 새우는 마리네이드 하여 잘 버무려 주세요     Tip  부드럽고 잡내 없는 고기 맛을 위해 해물  육류에 미리 마리네이드를 하면 좋아요    마리네이드 재료해물  육류 250g 기준 : 옥수수 전분 2큰술  흰자 1개  소금 12 작은술  식용유 3큰술  후춧가루 약간'  'Step 3: 팬에 식용유 12컵을 넣고 끓어오르면 순서 2의 새우를 넣어 기름에 데치듯 부드럽게 익혀주세요 '  'Step 4: 분량의 재료를 골고루 섞어서 소스를 만들어 주세요 '  'Step 5: 팬에 식용유을 두르고 마른 월남 고추  대파  다진 마늘  다진 생강을 볶아 향을 낸 후 다른 채소들도 함께 넣어 볶아 줍니다 '  'Step 6: 잘 볶아진 채소 위에 준비된 순서 4의 소스를 넣어 끓인 다음 순서 3의 새우를 넣고 잘 버무려 완성해 주세요     Tip  식용유 대신 고추기름 비중을 늘리고 마른 고추를 다져서 추가하면 더욱 맵고 화끈한 불맛을 느낄 수 있답니다 ']
셀러드가 들어간 음식 뭐가 있나?,1,모든 재료가 포함된 요리: 팔라펠랩  사과코울슬로  멜론 가스파초와 셀러리 스틱
셀러리 스틱 하는법,1,모든 재료가 포함된 요리: 팔라펠랩  사과코울슬로  멜론 가스파초와 셀러리 스틱
셀러리스틱 하는법,1,모든 재료가 포함된 요리: 팔라펠랩  사과코울슬로  멜론 가스파초와 셀러리 스틱
셀러리스틱 ,1,모든 재료가 포함된 요리: 팔라펠랩  사과코울슬로  팔라펠랩
셀러리스틱 줘~,1,모든 재료가 포함된 요리: 팔라펠랩  사과코울슬로  팔라펠랩
펩시 콜라,1,재료가 가장 많이 포함된 요리: 닭안심삼색튀김
"닭, 인삼, 쌀",1,재료가 가장 많이 포함된 요리: 닭고기 마늘쫑 볶음밥  닭고기 마늘쫑 볶음밥  오징어삼겹살볶음
오징어삼겹살 볶음 레시피,1,재료가 가장 많이 포함된 요리: 돼지고기 수육 겨자냉채
오징어삼겹살 레시피,1,재료가 가장 많이 포함된 요리: 돼지고기 수육 겨자냉채
돼지고기 수육 겨자냉채,1,재료가 가장 많이 포함된 요리: 김치 순두부찌개
ㄷ김치,1,재료가 가장 많이 포함된 요리: 김치볶음밥
김치,0,김치적을 만들기 위해 필요한 재료입니다: ['김치 200g'  '쇠고기(우둔) 100g'  '표고버섯 5장'  '통도라지 100g'  '밀가루 1/2컵'  '계란 3개'  '식용유 3큰술'  '참기름 약간'  '소금 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 김치는 소를 털어내고 줄기만 길이 8cm  너비 2cm로 썰어 참기름을 고루 묻힌다 '  'Step 2: 쇠고기는 도톰하게 포를 떠 잔칼질하여 김치보다 약간 길게 썬다 '  'Step 3: 표고버섯은 1cm 폭으로 썰고 도라지는 삶아서 반으로 갈라 참기름과 소금으로 무친다 '  'Step 4: 준비된 재료를 꼬치에 꽂아 밀가루를 묻힌 후 계란물을 묻혀 기름에 지진다 ']
