Type,Name,Ingredients,Steps
한식,흑미영양솥밥,"['멥쌀 1컵', '찹쌀 1/2컵', '흑미 2큰술', '밤 2개', '대추 2개', '은행 2개', '수삼 1뿌리', '잣 약간', '식용유 약간']","['Step 1: 멥쌀, 찹쌀, 흑미는 깨끗이 씻은 뒤 각각 충분히 불린다.', 'Step 2: 밤은 껍질을 벗기고 대추는 깨끗이 씻는다.', 'Step 3: 은행은 프라이팬에 식용유를 두르고 볶은 뒤 껍질을 벗긴다.', 'Step 4: 수삼은 둥근 윗부분을 자르고 칼등으로 껍질을 살살 긁어 씻는다.', 'Step 5: 돌솥이나 뚝배기(직경 16cm)에 불린 찹쌀과 멥쌀, 흑미를 넣고 밤, 대추, 수삼, 은행, 잣을 얹는다.', 'Step 6: ⑤에 물 1과 1/2컵을 붓는다.', 'Step 7: 뚜껑을 덮어 250℃로 예열한 오븐에 35분 동안 넣어둔다.']"
한식,흑임자깨죽,"['밥 1공기', '불린쌀 2큰술', '흑임자 1/2컵', '소금 1/2작은술', '물 3컵']","['Step 1: 흑임자는 약불에 타지 않게 볶아준다.', 'Step 2: 믹서에 밥, 불린 쌀, 흑임자깨, 물1컵을 넣어 곱게 간다.', 'Step 3: ②를 체에 걸러 내고 냄비에 담아 약불에 저어가며 끓여준다.', 'Step 4: 소금 간으로 마무리하고 불에서 내린다.']"
한식,흑임자죽,"['쌀 1컵', '흑임자 1/2컵', '물 6컵', '소금 약간', '설탕 약간']","['Step 1: 쌀은 충분히 불려서 소쿠리에 건져 놓는다.', 'Step 2: 깨는 깨끗이 일어 건져서 고소한 향이 나도록 볶는다.', 'Step 3: 분쇄기에 쌀과 깨를 따로따로 넣어 물을 조금씩 넣어가며 갈아 고운 체에 밭친다.', 'Step 4: 밑이 두터운 냄비에 곱게 간 쌀과 물을 부어 나무주걱으로 저으며 끓인다.', 'Step 5: 냄비가 뜨거워지면 갈은 깨를 조금씩 부어 멍울지지 않도록 가끔 저어주며 끓인다.', 'Step 6: 확 끓어오르면 불을 약하게 줄이고 잘 섞이도록 서서히 끓인다.', 'Step 7: 따뜻할 때 그릇에 담고 소금이나 설탕을 따로 작은 그릇에 담아낸다.']"
한식,가지냉국,"['가지 2개', '다진파 약간', '깨소금 약간', '고춧가루 약간', '멸치 3마리', '다시마(5cm x 5cm) 1장', '소금 약간', '다진마늘 1작은술', '식초 2큰술', '국간장 2큰술', '설탕 1큰술']","['Step 1: 가지는 연한 것으로 골라 찜통에 쪄서 먹기 좋게  찢는다.', 'Step 2: 냄비에 물 6컵을 붓고 다시마와 멸치를 넣어 끓여서 차게 식힌 후 소금과 식초, 설탕으로 간을 맞춘다.', 'Step 3: 가지에 국간장과 다진 파, 다진 마늘, 깨소금, 고춧가루를 넣고  주물러 간이 배게 한다.', 'Step 4: 양념한 가지를 그릇에 담고 차게 식혀둔 국물을 부어 상에 낸다.']"
한식,갈비탕,"['쇠고기(갈비) 200g', '무 1/10개', '계란 1개', '국간장 3큰술', '다진파 2큰술', '다진마늘 1큰술', '참기름 1작은술', '후춧가루 약간', '소금 약간']","['Step 1: 갈비는 4cm 두께로 토막 내 찬물에 담가 핏물을 빼고, 무는 3cm 두께로 토막 내 끓는 냄비에 넣고 같이 끓여 푹 익힌다.', 'Step 2: 무와 갈비가 푹 익으면 건져내어 그릇에 담고 다진 파, 다진 마늘, 국간장, 후춧가루, 참기름으로 고루 무친다.', 'Step 3: 기름을 걷어낸 국물에 양념한 갈비와 무를 넣고 기호에 맞게 간한 다음 한소끔 더 끓인다.', 'Step 4: 그릇에 낼 때는 계란 지단을 함께 얹어낸다.']"
한식,감자국,"['북어포 1/2마리', '감자 2개', '양파 1/2개', '마늘 2쪽', '다시마(10cm x 10cm) 1장', '육수용 멸치 반줌', '국간장 2큰술', '소금 약간', '참기름 약간']","['Step 1: 큰 볼에 물 8컵 가량을 붓고 손질한 다시마와 멸치를 넣어 20분 정도 우려낸다.', 'Step 2: 감자는 4등분하여 네모지게 썰어 찬물에 담가 전분기를 빼고 양파도 감자와 같은 크기로 썬다.', 'Step 3: 북어는 불려 길이대로 두툼하게 찢어낸 후 물기를 제거한다.', 'Step 4: 냄비를 달궈 참기름과 북어채를 넣어 타지 않게 볶아준 후 ①을 넣어 끓여준다.', 'Step 5: 물이 끓기 시작하면 다시마와 멸치를 건져내고 감자와 양파를 넣어 끓여준다.', 'Step 6: 감자가 익었으면 국간장을 넣고 모자라는 간은 소금으로 마무리하여 편썬 마늘과 참기름을 넣고 불에서 내린다.']"
한식,개장국,"['개고기 800g', '된장 2큰술', '토란(줄기) 200g', '물 8컵', '대파 5뿌리', '미나리 80g', '들깻잎 300g', '들깨가루 약간', '생강 1쪽', '소금 약간', '국간장 1큰술', '다진파(다진것) 2큰술', '다진마늘(다진것) 1큰술', '고춧가루 1큰술', '후춧가루 약간']","['Step 1: 개고기는 핏덩어리를 떼어낸다.', 'Step 2: 생강은 저며 썰고 토란 줄기는 삶아 우려 낸 후 5cm 길이로 썬다. 대파는 크게 썰고 미나리는 다듬어 5cm 길이로 썬다. 들깻잎은 깨끗이 다듬어 씻은 다음 물기를 걷는다.', 'Step 3: 냄비에 고기가 푹 잠길 정도의 물을 붓고 저민 생강과 된장을 넣어 3시간 정도 푹 끓인다음 면보에 거른다.', 'Step 4: ③의 고기를 건져 식힌 다음 적당한 크기로 찢고 토란, 대파와 함께 양념을 넣어 버무린다.', 'Step 5: 면보에 거른 고기국물을 끓여 들깻잎과 ④를 넣어 끓인 다음 간을 맞추고 미나리를 넣는다.', 'Step 6: 그릇에 담고 들깨가루를 얹는다.']"
한식,계란실파국,"['계란 2개', '실파 4뿌리', '멸치 3마리', '다시마(5cm x 5cm) 1장', '국간장 1큰술', '소금 약간', '후춧가루 약간', '물 7컵']","['Step 1: 멸치는 머리와 내장을 제거하고 다시마 표면은 젖은 행주로 닦아준다.', 'Step 2: 냄비에 찬물을 부어 멸치, 다시마를 넣고 약불로 끓이다가 끓어오르면 다시마를 건지고, 다시물이 충분히 우러나도록 20분쯤 더 끓인 후 체에 걸러 맑은 국물을 준비한다.', 'Step 3: 준비한 다시물에 국간장, 소금, 후춧가루로 간을 한다.', 'Step 4: 실파는 다듬어 먹기 좋게 썬다.', 'Step 5: 계란을 잘 풀어 소금으로 간하고 ③의 다시물이 팔팔 끓으면 계란을 부어준다. 이때 젓가락 등을 이용해 흘려 넣어주는 것이 좋고 많이 풀어지지 않게 한 두 번만 휘저어 준다,', 'Step 6: 끓어오르면 실파를 넣은 후 잠시 후 불을 끈다.']"
한식,곰탕,"['쇠고기(양지) 400g', '양 600g', '무 400g', '대파 2뿌리', '마늘 8쪽', '국수 100g', '국간장 4큰술', '소금 약간', '후춧가루 약간', '다진파 1큰술', '다진마늘 1큰술', '진간장 4큰술', '참기름 약간']","['Step 1: 양은 속껍질이 나오도록 말끔히 벗겨 흐르는 물에 헹군 뒤 큰 그릇에 담아 소금으로 벅벅 문질러 씻은 후 다시 헹궈낸다.', 'Step 2: 무는 큼직하게 토막 낸다. 대파 1/2뿌리는 송송 썰고 남은 1/2뿌리는 길고 큼직하게 썰어 놓는다. 마늘은 통째로 준비한다.', 'Step 3: 손질한 양을 냄비에 넣고 물을 충분히 부은 후 길게 썬 파와 통마늘을 넣고 뚜껑을 연채 푹 익도록 끓인다. 20분쯤 끓어 양이 익으면 양지머리를 넣고 덩어리째 한참 끓인다.', 'Step 4: 양과 양지머리가 익으면 토막 낸 무를 넣어 무가 속까지 익을 때까지 푹 끓인다.', 'Step 5: 익은 고기와 무를 건진다. 무와 양지머리는 납작하게 썰고, 양은 어슷하게 썬다.', 'Step 6: 분량의 양념 재료로 양념을 만든다. 그릇에 양과 양지머리를 함께 넣고 양념한다. 무는 부서지기 쉬우므로 따로 양념한다.', 'Step 7: 고기를 삶아낸 국물을 차게 식혀서 기름을 떠낸다. 양념해 놓은 고기와 무를 넣고 중불에서 한소끔 끓여낸다.', 'Step 8: 1시간 이상 끓여서 고기맛이 우러나면 국간장이나 소금으로 약간 싱겁게 간을 맞춘다.', 'Step 9: 끓는 물에 국수를 넣고 삶아 체에 밭쳐 찬물에 헹군다. 물기가 빠지면 그릇에 담고 곰탕국물과 고기, 무를 넣어 상에 올린다.']"
한식,굴비매운탕,"['굴비 2마리', '무 200g', '콩나물 50g', '대파 1/2개', '표고버섯 2개', '팽이버섯 1/2팩', '미나리 50g', '양파 1/2개', '애호박 1/3개', '홍고추 1개', '풋고추 1개', '두부 1모', '쑥갓 50g', '굵은고춧가루 2큰술', '고운고춧가루 1큰술', '간장 1큰술', '마늘 1큰술', '정종 1큰술', '생강 2작은술']","['Step 1: 굴비를 깨끗이 손질한다.', 'Step 2: 채소는 4~5cm, 두께 2.5cm 정도로 얇게 썰어 놓는다.', 'Step 3: 냄비 밑에 무를 깔고 콩나물을 놓고 그 주위에 채소를 색깔별로 놓는다.', 'Step 4: 채소 위에 생선과 두부를 얹는다.', 'Step 5: 중불이나 약불에서 끓인 후, 양념장을 풀고 쑥갓과 팽이 버섯을 올려 놓고 한번 더 끓인다.']"
한식,근대된장국,"['근대 200g', '쇠고기(사태) 30g', '멸치 한줌', '다진마늘 1큰술', '대파 1/4뿌리', '고춧가루 1작은술', '된장 1작은술', '고추장 1/2큰술']","['Step 1: 근대는 물로 깨끗이 씻어 적당한 크기로 자른다.', 'Step 2: 쇠고기는 가늘게 채썰어 된장, 후춧가루에 버무린다.', 'Step 3: 냄비에 멸치와 물을 넣고 끓기 시작하면 불을 줄이고 15분 정도 더 끓여 멸치를 건져내고 육수를 준비한다.', 'Step 4: 다른 냄비에 ②의 쇠고기를 넣고 볶다가 육수를 넣고 끓으면 된장, 고추장, 고춧가루를 넣는다.', 'Step 5: 국이 끓으면 근대를 넣고 다진 마늘, 어슷썬 파를 넣고 소금으로 간을 한다.']"
한식,김치홍합국,"['김치 1/4포기', '홍합 1/2컵', '대파 1뿌리', '홍고추 1개', '멸치(장국용) 10마리', '물 6컵', '마늘 약간', '고춧가루 1/2큰술', '소금 약간']","['Step 1: 김치는 신맛이 도는 것으로 준비하여 국물이 지저분해지지 않도록 소를 털어내고 송송썬다.', 'Step 2: 홍합살은 소금물에 살살 흔들며 헹군다.', 'Step 3: 대파, 홍고추는 어슷하게 썰어 놓는다.', 'Step 4: 멸치는 장국용으로 준비하여 국물을 낸다.', 'Step 5: ④의 멸치 국물에 김치를 넣고 시원한 맛이 우러나도록 팔팔 끓인다.', 'Step 6: ⑤의 국물이 어느정도 끓으면 홍합을 넣고 한소끔 다시 한번 끓인다.', 'Step 7: ⑥의 국물이 끓으면서 홍합이 익으면 소금으로 간을 맞추고 어슷 썬 대파, 홍고추등을 넣고 마무리 한다.']"
한식,꼬리곰탕,"['쇠고기(꼬리) 200g', '무 1/4개', '당면 100g', '대파 3뿌리', '통마늘 1쪽', '소금 약간', '국간장 3큰술', '다진파 1큰술', '청주 1큰술', '참기름 약간', '후춧가루 약간', '깨 약간']","['Step 1: 쇠꼬리는 4cm 크기로 토막 내 찬물에 담가 핏물을 뺀다. 찬물을 두 세번 갈아 깨끗이 헹군 뒤 데쳐낸다.', 'Step 2: 무는 3cm 길이로 토막 내고, 파 2뿌리는 5cm 길이로 썰고 나머지 1뿌리는 송송 썰어 놓는다.', 'Step 3: 냄비에 물을 팔팔 끓여 핏물을 뺀 쇠꼬리를 넣고 무와 크게 썬 파, 통마늘을 넣고 국물이 뽀얗게 우러나도록 중 불에서 뭉근하게 끓인다.', 'Step 4: 국물이 우러나면 쇠꼬리를 건져 한 입 크기로 썬 다음 다진 파, 마늘, 청주, 참기름, 후춧가루를 넣어 조물조물 무친다. 무는 식혀서 얄팍하게 나박 썰고 국물은 거즈에 걸러 놓는다.', 'Step 5: 거즈에 밭친 국물을 냄비에 담고, 양념한 쇠꼬리와 삶은 무를 넣어 한소끔 더 끓인다.', 'Step 6: 국물이 끓어 오르면 불려놓은 당면, 송송 썬 파를 넣고 소금, 후춧가루로 간 한 뒤 잠시 끓인 후 깨를 뿌려 상에 낸다.']"
한식,냉면육수,"['쇠고기(양지머리) 400g', '물 10컵', '무 50g', '양파 1/2개', '대파 1뿌리', '마늘 약간', '생강 1쪽', '소금 약간', '간장 약간']","['Step 1: 고기를 찬물에 30분쯤 담가 핏물을 뺀다.', 'Step 2: 센 불에서 고기를 넣고 끓이다가 끓기 시작하면 중간불에서 끓인다.', 'Step 3: 거품과 기름을 걷어낸다.', 'Step 4: 1시간쯤 끓이다가 쇠꼬챙이로 고기가 익었는지 확인한다.', 'Step 5: 무, 대파, 마늘, 양파, 생강 등을 큼직하게 썰어 넣고 20분 동안 끓인다. (처음부터 이것을 넣고 끓이면 국물이 뿌옇게 된다.)', 'Step 6: 채소를 건져내고 5%의 간장과 1%의 소금으로 간한다.', 'Step 7: 끓는 물에 냉면국수를 삶아 얼음물에 헹구어 사리진 후 시원해진 육수와 곁들여낸다.']"
한식,냉이조갯국,"['냉이 200g', '모시조개 200g', '쌀뜨물 4컵', '물 3컵', '된장 3큰술', '다진마늘 1큰술']","['Step 1: 냉이는 겉잎은 떼고 뿌리째 깨끗이 다듬어 큰 것은 반으로 자른다.', 'Step 2: 묽은 소금물에 해감 시킨 모시조개를 냄비에 담아 물 1컵을 붓고 끓이다가 조개 입이 벌어지면 깨끗한 면보에 국물을 거르고 모시조개는 건져낸다.', 'Step 3: 걸러낸 조개국물을 냄비에 붓고, 쌀뜨물 4컵을 부은 뒤 된장을 풀어 넣는다.', 'Step 4: 된장국물에 깨끗이 손질한 냉이, 삶은 모시조개와 다진 마늘을 넣어 맛이 우러나게 한소끔 끓여낸다.']"
한식,다시마냉국,"['다시마(5cm x 10cm) 2장', '오이 1/2개', '홍고추 1개', '물 5컵', '다진파 1/2작은술', '다진마늘 1/4작은술', '소금 약간', '고춧가루 약간', '깨소금 약간']","['Step 1: 다시마는 두텁고 광택이 있는 것으로 물에 씻어 젖은 행주로 여러 번 닦은 뒤 찬물 5컵에 담가 30분 정도 불렸다가 건져놓는다.', 'Step 2: 오이는 소금으로 비벼 씻어 헹궈 가늘게 채썬 뒤 찬물에 잠시 담갔다가 건져놓는다.', 'Step 3: 홍고추는 반으로 갈라 씨를 털어 곱게 채썬다.', 'Step 4: 손질한 다시마를 돌돌 말아 가늘게 채썰어 달라붙지 않게 털어둔다.', 'Step 5: 넓은 그릇에 다시마, 채썬 오이, 홍고추를 담고 다진 파와 마늘, 고춧가루, 깨소금, 소금으로 양념하여 차게 해둔 ①을 붓는다.']"
한식,닭개장,"['닭 1/2마리', '고사리 15g', '우엉대 15g', '생강 2쪽', '대파 1뿌리', '마늘 2쪽', '고춧가루 2큰술', '간장 2큰술', '후춧가루(가루) 약간', '깨소금 약간', '다진파(다진것) 2큰술', '다진마늘 1큰술', '고춧기름 1큰술', '참기름 약간']","['Step 1: 냄비에 물을 붓고 닭고기, 대파 1뿌리, 마늘, 생강을 넣어서 끓인다.', 'Step 2: 닭이 익으면 체에 밭쳐 건져내고 국물은 따로 둔다.', 'Step 3: 닭은 찢어서 다진 마늘, 다진 파, 참기름, 후춧가루, 깨소금, 고춧가루 1큰술, 간장1/2큰술를 넣어 양념한다.', 'Step 4: 고사리, 우엉대는 삶아서 다진 마늘, 다진 파, 참기름, 소금, 후춧가루, 깨소금, 고춧가루1/2큰술, 간장약간을 넣어 양념한다.', 'Step 5: 냄비에 고춧기름 1큰술을 두르고 고사리, 우엉대를 살짝 볶다가 ③의 닭과 닭육수 2컵정도를 넣고 한소끔 끓인다.', 'Step 6: ⑤가 어느정도 끓으면 대파를 넣고 소금으로 간을 맞춘다.']"
한식,대구지리,"['대구 1마리', '두부 1/2모', '배춧잎 4장', '대파 1뿌리', '미나리 약간', '멸치 8마리', '레몬 약간', '식초 1/2컵', '진간장 2큰술', '레몬즙 2큰술']","['Step 1: 베주머니에 굵은 멸치 8마리를 넣어 8컵 분량의 물을 넣고 끓인다. 국물이 엷은 갈색을 띠면 건져낸다.', 'Step 2: 토막낸 대구는 끓는물을 살짝 끼얹어 대구의 잡티를 없앤다.', 'Step 3: 두부는 1cm 두께로 썰고 배춧잎은 속잎으로 준비하여 열십자로 4등분하고 미나리와 파는 5cm길이로 썬다.', 'Step 4: 멸치국물에 손질해 둔 대구를 넣고 끓인다.', 'Step 5: 부글부글 끓어 오르면 썰어놓은 파와 배춧잎, 두부를 넣고 한소끔 끓인다.', 'Step 6: 재료가 다 익으면 불을 끄고 미나리와 레몬조각을 넣어 상에 낸다. 상에 낼 때 양념장을 곁들인다.']"
한식,대구탕,"['대구 1/2마리', '무 30g', '콩나물 25g', '홍고추 1개', '청고추 1개', '미나리 20g', '팽이버섯 20g', '고춧가루 2큰술', '고추장 1큰술', '소금 약간', '후춧가루 약간', '미림 약간']","['Step 1: 대구는 내장과 지느러미를 손질하여 5cm 정도의 크기로 토막내어 소금물에 씻는다.', 'Step 2: 콩나물은 꼬리를 제거하고 무는 두껍지 않게 은행잎모양으로 썰어둔다.', 'Step 3: 홍고추, 청고추는 어슷하게 썰어 물에 한번 씻고 미나리는 5cm 정도의 길이로 썰어둔다.', 'Step 4: 냄비에 다시마 우려낸물을 담고 무와 콩나물을 넣어 시원한 맛을 우려낸다.', 'Step 5: 고춧가루 2큰술, 고추장 1큰술, 소금, 후춧가루, 다진 마늘, 다진 생강, 새우젓을 넣어 양념장을 만든다.', 'Step 6: ④의 국물에 대구를 넣어 한소끔 끓인 후 양념장을 넣는다.', 'Step 7: 옆에 찬물을 준비하여 ⑥의 국물에서 떠오르는 불순물을 제거한다.', 'Step 8: 어느정도 끓인 후 미나리, 홍, 청고추, 팽이버섯을 넣고 마지막 간을 한다.']"
한식,도가니탕,"['도가니 1/2개', '쇠고기(사태) 400g', '물 20컵', '파 2뿌리', '생강 1/2큰술', '소금 1큰술', '다진파 4큰술', '고춧가루 4큰술', '다진마늘 3큰술', '진간장 2큰술', '생강 1작은술', '후춧가루 약간']","['Step 1: 도가니는 적당히 토막 내어 찬물에 담가 핏물을 뺀다.사태는 기름기 없는 것으로 골라 덩어리째 준비한다.', 'Step 2: 냄비에 물 20컵을 붓고 사태를 넣어 끓이다가 붉은 색이 없어지면 도가니를 넣어 센 불에서 끓인다.', 'Step 3: 끓이다가 국물이 우러나오면 고기를 건져서 한 입 크기로 썰고, 남은 뼈는 다시 국물에 넣고 2시간 동안 푹 고아낸다.', 'Step 4: 썰어 놓은 고기에 다진 마늘 2큰술 반과 분량의 생강, 소금, 후춧가루를 넣어 양념하고 국물은 위에 한지를 덮어 스며들게 한다.', 'Step 5: 건지를 그릇에 담고 송송 썬 파를 얹은 다음 국물을 끓여 붓는다.', 'Step 6: 진간장에 다진 마늘 반 큰술, 생강, 고춧가루, 참기름, 후춧가루를 넣고 양념장을 만들어 종지에 담아내어 곁들인다.', 'Step 7: 진간장에 다진마늘, 생강, 고춧가루, 참기름, 후추가루를 넣고 양념장을 만들어 작은 접시에 함께 낸다.']"
한식,두부새우젓국,"['두부 1모', '굴 200g', '실파 8뿌리', '홍고추 2개', '새우젓 20g', '다진마늘 2작은술', '참기름 1작은술', '소금 약간']","['Step 1: 두부는 흐르는 물에 씻어 물기를 빼고 가로 세로 1cm 폭으로 도톰하게 썰어놓는다.', 'Step 2: 실파는 잘 다듬어서 3cm 정도로 썰어 놓고 홍고추는 송송 썰어 씨를 털어낸다.', 'Step 3: 굴은 약한 소금물에 흔들어 씻은 후 껍질과 잡티를 없애고 소쿠리에 건져서 물기를 뺀다.', 'Step 4: 냄비에 적당량의 물을 붓고 홍고추를 먼저 넣어 팔팔 끓여 매운맛을 살린다.', 'Step 5: 국물이 끓으면 두부를 넣고 굴과 파를 차례로 넣는다.', 'Step 6: 재료 중 굴이 익으면 다진 마늘을 넣고 새우젓으로 간을 맞춘다.']"
한식,두부조개탕,"['두부 1/2모', '모시조개 200g', '북어 30g', '콩나물 50g', '홍고추 1개', '실파 3뿌리', '밀가루 1큰술', '계란 1개', '마늘 1큰술', '소금 약간', '후춧가루 약간']","['Step 1: 모시조개는 소금물로 해감시킨 후 물을 붓고 끓이다가 모시는 건져내고 국물은 걸러 놓는다.', 'Step 2: 콩나물은 다듬어 씻고 두부는 큼직하게 썰며, 홍고추는 어슷썰어 씨를 털고 실파는 4cm 길이로 썰어 놓는다.', 'Step 3: 북어포는 물에 씻어 물기를 짠 뒤 소금과 후춧가루로 양념한 뒤 밀가루를 묻혀 계란을 푼 물에 섞는다.', 'Step 4: 조개 삶아낸 국물에 다진 마늘을 넣고 끓이다가 손질한 콩나물을 넣는다.', 'Step 5: 한소끔 끓으면 모시조개 두부, 홍고추, 실파를 넣고 계란물에 섞어 놓은 북어를 넣어 조금 더 끓이다가 소금, 후춧가루로 간을 한다.']"
한식,두붓국,"['두부 1모', '쇠고기 100g', '파 1뿌리', '다진마늘 1큰술', '고추장 1큰술', '참기름 1작은술', '진간장 조금', '소금 조금', '후춧가루 조금']","['Step 1: 쇠고기는 얄팍하게 썰어 다진 마늘과 후춧가루, 진간장으로 조물조물 양념한다.', 'Step 2: 양념한 고기를 냄비에 넣고 육수를 부어 끓이다가 고추장을 연하게 풀고 국간장이나 소금으로 간을 맞춘다.', 'Step 3: 두부를 1cm 폭으로 길쭉하게 썰어 끓고 있는 국물에 쏟아 넣고 두부가 떠오를 때까지 끓인다.', 'Step 4: 두부가 떠 오르면 채썬 파, 다진 마늘을 넣고 조금 더 끓인다.']"
한식,떡국,"['가래떡 500g', '쇠고기 육수 8컵', '쇠고기(우둔) 100g', '대파 1뿌리', '계란 1개', '소금 약간', '간장 1큰술', '설탕 1/2큰술', '다진파 2작은술', '다진마늘 1작은술', '깨소금 1작은술', '참기름 1작은술', '후춧가루 약간']","['Step 1: 쇠고기는 찬물에 담가 핏물을 없애고 양지머리와 함께 한번 끓여 첫 물을 버리고, 다시 푹 고아서 육수를 준비한다.', 'Step 2: 계란은 노른자와 흰자를 나누어 지단을 부친다.', 'Step 3: 쇠고기는 채썰거나 다져서 양념 재료로 양념하여 볶는다.', 'Step 4: 가래떡을 어슷썰어 물에 씻어 건진다.', 'Step 5: ①의 육수에 간장과 소금으로 간을 맞추고  채썬 파와 다진 마늘을 넣어 팔팔 끓으면 떡을 헤쳐서 넣고, 떡이 익어서 떠오를 때까지 끓인다.', 'Step 6: 대접이나 그릇에 떡국을 담고 위에 고기와 지단을 고명으로 얹고 후춧가루를 약간 뿌려 낸다.']"
한식,맑은대구탕,"['생대구 1/2마리', '두부 1/4모', '홍고추 1/2개', '팽이버섯 1/4봉', '청고추 1/2개', '다시마 약간', '가쓰오브시 약간', '미나리 10g', '마늘 5쪽', '소금 약간']","['Step 1: 토막 낸 생대구를 깨끗한 물에 한번 씻은 후 체에 밭쳐 물기를 뺀다.', 'Step 2: 마늘은 다지고 대파, 홍고추, 청고추는 어슷하게 썰고 두부는 적당한 크기로 썰어 준비한다.', 'Step 3: 냄비에 물 3컵을 담아 다시마를 넣고 살짝 한번 끓인 후 가쓰오브시를 넣어 10분 후에 걸른 후 국물을 우려낸다.', 'Step 4: ③의 국물이 끓어오르기 시작하면 ①의 손질한 대구를 넣어 한소끔 끓인 후 소금으로 간을 맞춘다.', 'Step 5: 대구의 시원한 맛이 어느정도 우러나오면 두부, 마늘, 홍고추, 청고추, 팽이버섯, 미나리 등을 넣어 마무리 한다.', 'Step 6: ']"
한식,맑은떡국,"['떡국떡 2컵', '다시마(10cm x 10cm) 1장', '다진마늘 약간', '물 7컵', '대파 1/4뿌리', '말린표고버섯 3장', '계란 1개', '간장 약간', '소금 약간']","['Step 1: 물에 다시마와 말린표고버섯을 넣고 2~3시간 정도 둔다.', 'Step 2: 계란은 황백으로 나눠 지단을 부쳐 채썰고 대파는 어슷썰기 한다.', 'Step 3: 냄비에 ①의 물과 다시마, 표고버섯을 넣고 끓기 시작하면 다시마를 건져 낸다.', 'Step 4: ③에 간장과 소금으로 간을 맞춘 후 떡국 떡을 넣고 끓인다.', 'Step 5: ④에 다진 마늘과 대파를 넣고 끓인다.', 'Step 6: ⑤를 그릇에 담고 지단을 올려 낸다.']"
한식,무국,"['쇠고기(양지) 120g', '무 400g', '실파 3뿌리', '다시마 1장', '다진마늘(10cm X 10cm) 1작은술', '국간장 2큰술', '소금 1큰술', '후춧가루 약간', '참기름 약간']","['Step 1: 쇠고기는 2cm 길이로 도톰하게 저며썰고 무는 길이 3cm 정도씩 토막을 낸 뒤 반을 갈라 0.2cm 두께로 나박썰고 실파는 잘 다듬어 5cm 길이로 자른다.', 'Step 2: 썰어놓은 쇠고기는 다진 마늘 1작은술과 국간장 1큰술, 후춧가루로 양념해 밑간한다.', 'Step 3: 냄비에 무와 쇠고기를 넣어 참기름으로 볶다가 물 5컵과 다시마를 넣고 끓인다', 'Step 4: 무가 익으면 국간장과 소금을 1:1의 비율로 넣어 간을 하고 다진 마늘과 실파를 넣어 조금 더 끓인다.']"
한식,무맑은국,"['쇠고기 120g', '무 400g', '실파 20g', '물 5컵', '마늘 1작은술', '국간장 1큰술', '소금 1큰술', '참기름 약간', '후춧가루 약간']","['Step 1: 쇠고기는 2cm 길이로 도톰하게 저며썰고 무는 길이 3cm 정도씩 토막을 낸 뒤 반을 갈라 0.2cm 두께로 나박썬다.', 'Step 2: 썰어놓은 쇠고기는 다진 마늘 1작은술과 국간장 1큰술, 후춧가루 약간으로 양념해 간이 골고루 배도록 조물조물 무친다.', 'Step 3: 냄비에 물 5컵을 붓고 팔팔 끓이다가 양념해 놓은 쇠고기를 넣고 고기가 익을 때까지 한소끔 끓인다.', 'Step 4: 끓는 쇠고기 장국에 나박썬 무를 넣는다. 끓을 때 생기는 거품은 걷어낸다.', 'Step 5: 무가 말갛게 익으면 국간장과 소금을 1:1의 비율로 넣어 간을 하고 다진 마늘과 실파를 넣어 조금 더 끓인다.']"
한식,미역국,"['미역(불린것) 2컵', '다진쇠고기 150g', '식용유 약간', '물 10컵', '마늘 1큰술', '후춧가루 약간', '국간장 2큰술', '참기름 2큰술']","['Step 1: 찬물에 씻어 담가 충분히 불려 물기를 뺀 뒤 손으로 적당하게 잘라 놓는다.', 'Step 2: 쇠고기는 연한 살코기만을 골라 곱게 다져 다진 마늘, 국간장, 참기름을 넣고 간이 배도록 고루 섞는다.', 'Step 3: 냄비에 식용유를 두르고 양념한 쇠고기를 넣어 볶다가 고기가 익으면 손질한 미역을 넣고 같이 볶는다.', 'Step 4: 미역이 푸른색을 띠게 볶아지면 분량의 물을 붓고 한소끔 끓인 뒤 다진 마늘을 넣고 국간장, 후춧가루로 간을 한다.']"
한식,미역국,"['불린미역 4컵', '물 20컵', '쇠고기 150g', '다진마늘 1큰술', '참기름 약간', '국간장 3~4큰술']","['Step 1: 미역은 찬물에 씻어 담가 충분히 불려 물기를 뺀 뒤 적당한 크기로 잘라둔다.', 'Step 2: 다진 쇠고기에 다진 마늘과 참기름을 넣고 달달 볶다가 불려둔 미역을 넣고 같이 볶는다.', 'Step 3: ②에 물 20컵을  붓고 한소끔 끓여준 후 약한 불로 줄여 미역이 푹 퍼질 때까지 40분 가량 끓여준다.', 'Step 4: 국간장으로 간을 맞추고 참기름 몇방울을 떨어뜨린 후 불에서 내린다.']"
